TRACKINGNUMBER,NAME,PHYSICALADDRESS,PHYSICALCITY,FACTYPE,LATITUDE,LONGITUDE
JDSO-ACPLSA,Anjali's Dosa Garden,13560 77 Ave,Surrey,Restaurant,49.14253616,-122.84706116
SDFO-8FAUQX,Bear Creek Market (88th Ave),13578 88 Ave,Surrey,Restaurant,49.16252518,-122.84701538
HCAR-ASV26J,Huyen Coffee Shop,13551 105A Ave,Surrey,Restaurant,49.1946106,-122.8466568
HCAR-BS2PXM,Organic Warehouse - Juices & Smoothies,7093 King George Blvd,Surrey,Restaurant,49.13100319,-122.84598983
HCAR-BFAMWG,Canadian Surrey Veggie Pizza & Curry House,8077 King George Blvd,Surrey,Restaurant,49.14945984,-122.84601593
HCAR-BCUQRD,B & B Restaurant,8077 King George Blvd,Surrey,Restaurant,49.14945984,-122.84601593
GEDS-6HKV3L,KFC #018-004,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
MMAR-7YMNCT,OPA Souvlaki of Greece (Surrey),10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
HCAR-CH7Q8N,Burger King #8508,10153 King George Hwy,Surrey,Restaurant,49.18696415,-122.84545234
ACAK-9CALNC,Safeway #4900 - Starbucks Coffee,10355 King George Blvd,Surrey,Restaurant,49.1907196,-122.84580231
HCAR-B5GM6G,Rickshaw Chinese Food Whalley Co,10505 King George Blvd,Surrey,Restaurant,49.19345474,-122.84566498
HCAR-BPZLWZ,Yogi's Kitchen Food Services Limited,10537 King George Blvd,Surrey,Restaurant,49.19396554,-122.84560273
HCAR-C6URMX,Come Eat Kanadiyan,10628 King George Blvd,Surrey,Restaurant,49.19569392,-122.84526004
HCAR-BD2UPV,Goto Moto & Huong Que Restaurant,10673 King George Blvd,Surrey,Restaurant,49.19673538,-122.84571075
HCAR-CH6NLD,Tuan Hang Deli and Catering,10673 King George Blvd,Surrey,Restaurant,49.19673595,-122.84570931
SHEN-AKAW3E,Spicy Bowl Restaurant Inc,10725 King George Blvd,Surrey,Restaurant,49.19747162,-122.8456955
HCAR-CBMMWG,Krishnas Chaat House,6468 King George Blvd,Surrey,Restaurant,49.1202975,-122.84518062
SHEN-A7WQC8,Kelly's Pub,7218 King George Blvd,Surrey,Restaurant,49.13433075,-122.84521484
A017856    ,Subway #22635,7550 King George Blvd,Surrey,Restaurant,49.1396637,-122.84526062
GEDS-7W4PCC,Subway #44714,8050 King George Blvd,Surrey,Restaurant,49.14889145,-122.84525299
SWOD-AEVR4M,Kids & Company (King George),9900 King George Blvd,Surrey,Restaurant,49.18235779,-122.84490967
KSMH-AU6VQG,Chopped Leaf,9900 King George Hwy,Surrey,Restaurant,49.18235779,-122.84490967
SWOD-A53UKG,A&W #0768,9900 King George Blvd.,Surrey,Restaurant,49.18235779,-122.84490967
HCAR-BGSN53,Sushi King George,10344 King George Blvd,Surrey,Restaurant,49.19041443,-122.84506989
A016526    ,Church's Chicken #1715,10542 King George Blvd,Surrey,Restaurant,49.19418335,-122.84498596
GLAE-9WERHV,Doni Korean Restaurant,10592 King George Blvd,Surrey,Restaurant,49.19548798,-122.8441925
HCAR-BQ7RPC,Samosa Village,13652 Grosvenor Rd,Surrey,Restaurant,49.19981323,-122.84390376
HCAR-CCDT49,Espresso Cafe,7330 137th St,Surrey,Restaurant,49.13613202,-122.84277686
SHEN-AP8NDS,The Jin Sushi Japanese Restaurant,7360 137 St,Surrey,Restaurant,49.13640213,-122.84263611
HHIN-BE4R69,Bear Creek Park Train & Mini Golf,13750 88 Ave,Surrey,Restaurant,49.1621666,-122.84241486
SWOD-9UKPY4,Subway #63408,13737 96 Ave,Surrey,Restaurant,49.17720795,-122.84275055
LCAL-6TNQTM,Lucky Horse Restaurant (72nd Ave),13737 72 Ave,Surrey,Restaurant,49.13374329,-122.84177399
HCAR-CLMRPP,New Parmar Restaurant & Catering,13745 72nd Ave,Surrey,Restaurant,49.13362067,-122.8409243
HCAR-CHRNV7,The Skewery Grill,13767 72nd Ave,Surrey,Restaurant,49.1336285,-122.84004981
NDAA-8YSTH8,New Hollywood Cinema,7125 138 St,Surrey,Restaurant,49.13221741,-122.83916473
HCAR-B9MQS9,King Do Restaurant,13922 104 Ave,Surrey,Restaurant,49.1913414,-122.8365097
KSMH-ASUUGL,La D'Amico Pizza,13916 Grosvenor Rd,Surrey,Restaurant,49.20368576,-122.83634949
HCAR-C88MC9,CEFA Sullivan Heights - Food Service,5790 King George Blvd,Surrey,Restaurant,49.1078432,-122.83498411
SYOG-5M5624,Bear Creek Market,8776 140 St,Surrey,Restaurant,49.16246033,-122.83440399
HCAR-BGUV24,Blenz Coffee Cafe,9750 140 St,Surrey,Restaurant,49.17972565,-122.83382416
HCAR-BEKLEK,Vegan Supply,14016 32 Ave,Surrey,Restaurant,49.06010437,-122.83346558
NDAA-8RKSYR,Polonia Sausage Deli,14045 104 Ave,Surrey,Restaurant,49.19169235,-122.83292389
HCAR-BJ9NJN,Maria Sol Hospice 31 - Food Service,14131 Grosvenor Rd,Surrey,Restaurant,49.20719147,-122.83055115
NDAA-92QN5J,Tim Horton's (RCMP),14200 Green Timbers Way,Surrey,Restaurant,49.17966843,-122.82991791
HCAR-BEFQCT,Roundtable Pizza,14377 64 Ave,Surrey,Restaurant,49.11928177,-122.82376862
GEDS-65FUQU,Parkland Food Market,8270 144 St,Surrey,Restaurant,49.1533699,-122.82312775
GEDS-6TJMVF,Sullivan Heights Secondary School Food Service,6248 144 St,Surrey,Restaurant,49.11574554,-122.82294464
A013869    ,Growing Together Day Care - Food Service,10707 146 St,Surrey,Restaurant,49.19694901,-122.81782532
SHEN-9X3LYQ,WRSSBA (White Rock South Surrey Baseball Association) Concessio,14600 20 Ave,Surrey,Restaurant,49.03803253,-122.8159256
A016829    ,South Surrey Ice Arena - Lower Concession,2199 148 St,Surrey,Restaurant,49.04156876,-122.81524658
SHEN-ALXSDR,The Guildford Shelter,14716 104 Ave,Surrey,Restaurant,49.19127274,-122.81420135
SHEN-A79QF4,Cabizerra Bistro,14775 108 Ave,Surrey,Restaurant,49.19888687,-122.8134079
HCAR-BUMN7X,Royal Choice Food,14779 108th Ave,Surrey,Restaurant,49.19888905,-122.8132608
GEDS-6ZXNY3,Subway #17012,14806 108 Ave,Surrey,Restaurant,49.19856644,-122.81211853
MARO-AZ3TU9,Choices Market (#787) - Deli,3248 King George Blvd,Surrey,Restaurant,49.06103134,-122.81198883
SHEN-9PQSQD,Buy-Low Foods #080072 - Bakery/Deli,14865 108 Ave,Surrey,Restaurant,49.19944382,-122.80950928
SHEN-AGKQYB,McDonald's #8688,3104 King George Blvd,Surrey,Restaurant,49.05869293,-122.80918121
SPLH-98MP89,K Pop Karaoke Restaurant,14914 104 Ave,Surrey,Restaurant,49.19133759,-122.80834961
HCAR-B93S2H,Cora Breakfast and Lunch (Surrey),15133 No 10 Hwy,Surrey,Restaurant,49.10516994,-122.80578608
HCAR-CL6NX9,Kaffina Coffee,2950 King George Blvd,Surrey,Restaurant,49.0556839,-122.80555767
SHEN-AP5PB8,Kaffina Coffee,2950 King George Blvd,Surrey,Restaurant,49.05568314,-122.80555725
HCAR-BCUQXS,Okonomiyaki Pon,2950 King George Blvd,Surrey,Restaurant,49.05568314,-122.80555725
HCAR-B6VNUX,Menz Noodle House,2940 King George Blvd,Surrey,Restaurant,49.055580140000004,-122.80545807
MARO-B8MRD8,J&S Sushi Food Service,15127 Hwy 10,Surrey,Restaurant,49.10542516,-122.8052317
SPLH-9CWVB6,Freshslice Pizza (152nd St Surrey),10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
HCAR-BJ6UQJ,Stuffies Pastry Cafe,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
NDAA-9R8Q9Z,Starbucks Coffee #4473,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
HCAR-B6PRJZ,Jugo Juice (Guildford),10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
NDAA-A9KPX4,Easy Grill,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
ACAK-9BETPK,Migoto Sushi/Guildford,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
HCAR-BQ8UGU,Dairy Queen/Orange Julius #27385,10355 152nd St,Surrey,Restaurant,49.19192586,-122.8042654
PNEL-6HRRVX,Peace Portal Alliance Church - Servery,15128 27B Ave,Surrey,Restaurant,49.05269623,-122.80344391
GEDS-68TMF7,Moxie's Classic Grill (Surrey),10680 151A St,Surrey,Restaurant,49.19631195,-122.8024292
HCAR-AUFSB5,Little Caesars Pizza #4889-0001,3041 152 St,Surrey,Restaurant,49.05731964,-122.80208588
NDAA-9DSUU7,Panda Szechuan,3099 152 St,Surrey,Restaurant,49.05809021,-122.80213928
PNEL-8QKM26,Elevation Fitness,15110 54A Ave,Surrey,Restaurant,49.10151291,-122.80271149
GEDS-7UTVL8,Starbucks Coffee #4783,15161 No 10 Hwy,Surrey,Restaurant,49.10471729,-122.80253006
HCAR-BPYT9Z,Bikaner Indian Cuisine & Sweets,15161 Hwy 10,Surrey,Restaurant,49.10471729,-122.80253006
NDAA-9RWU3U,BBQ King Delight Inc,8973 152 St,Surrey,Restaurant,49.16574097,-122.80180359
HCAR-CG4QSB,Domino's Pizza (101st Ave),15155 101st Ave,Surrey,Restaurant,49.18615489,-122.80221911
SDFO-89DMAF,Togo Sushi (Guildford),1382 Guildford Town Centre,Surrey,Restaurant,49.18919495,-122.80230975
A019600    ,White Spot #633,1681 152 St,Surrey,Restaurant,49.03298187,-122.80167389
SWOD-AFTRCP,McDonald's #8240,1789 152 St,Surrey,Restaurant,49.0341301,-122.8014679
PGOO-662TRV,Kiki's Restaurant,1959 152 St,Surrey,Restaurant,49.03727341,-122.8014679
GEDS-7BJQJ5,Dairy Queen #27173,2071 152 St,Surrey,Restaurant,49.039619450000004,-122.80145264
HCAR-CAVPQX,Pizza Pizza #551,2370 152nd St,Surrey,Restaurant,49.04503854,-122.80115436
HCAR-C9HMSP,Milestones #5222 (South Point),3085 152nd St,Surrey,Restaurant,49.05814632,-122.80127012
HCAR-BGSPHD,Pizza Pizza (152nd St),5717 152 St,Surrey,Restaurant,49.10654449,-122.80143738
A020308    ,Eagle Quest Golf Centers Creekside Grill,7778 152 St,Surrey,Restaurant,49.14390564,-122.80072021
A018363    ,Guildford Golf & Country Club Lounge,7929 152 St,Surrey,Restaurant,49.14458466,-122.80138397
ACAK-9CAMPV,Safeway #4920 - Deli,8860 152 St,Surrey,Restaurant,49.1637764,-122.80132294
GEDS-7P929P,Sofi's Shawarma & Donairs,8928 152 St,Surrey,Restaurant,49.16516495,-122.80115509
SYOG-5M58ZM,Johnston Heights Church,9612 152 St,Surrey,Restaurant,49.17741394,-122.8007431
HCAR-B9MRTP,Subway #13302,10070 152 St,Surrey,Restaurant,49.18541336,-122.80059814
SHEN-A47S4X,Maguro Japanese Restaurant,10090 152 St,Surrey,Restaurant,49.18575287,-122.80058289
SHEN-AP8QHC,Bubble Waffle Cafe (Surrey),10090 152 St,Surrey,Restaurant,49.18575287,-122.80058289
HCAR-BD2LUG,Yi Fang Taiwan Fruit Tea Surrey,10224 152 St,Surrey,Restaurant,49.18792343,-122.80054474
GEDS-6A2PN7,Tim Hortons #2608,10320 152 St,Surrey,Restaurant,49.19010925,-122.80059814
HCAR-BJTNUK,Popeyes Louisiana Kitchen (152nd St),1750 152 St,Surrey,Restaurant,49.03414536,-122.80097198
HCAR-BMJL3F,Boston Pizza #62,1956 152nd St,Surrey,Restaurant,49.03760224,-122.80095989
NDAA-A4NQ5T,Maguroguy Asian Cuisine,2670 152 St,Surrey,Restaurant,49.05026627,-122.80093384
NDAA-9S2VV2,Hanaya Japanese Restaurant,2828 152 St,Surrey,Restaurant,49.0532608,-122.80090332
SWOD-ALRRJG,Rosemary Heights Seniors Village (Assisted Living Kitchen),15240 34 Ave,Surrey,Restaurant,49.06355667,-122.80059052
GEDS-7HVQF2,Super Vege Pizza,15299 68 Ave,Surrey,Restaurant,49.12656403,-122.79923248
GEDS-78NVVM,Ba Le Deli & Sandwiches,15277 100 Ave,Surrey,Restaurant,49.18444061,-122.79878998
SPLH-A9UT9Z,Sushi California (Surrey),10320 152A St,Surrey,Restaurant,49.18995285,-122.79924011
HCAR-C5QNE2,Indigo Cafe,3388 Rosemary Heights Cres,Surrey,Restaurant,49.06333416,-122.79817335
HCAR-C6XRBJ,Isshin Sushi,15335 56th Ave,Surrey,Restaurant,49.10468961,-122.7980857
HCAR-BGBPER,Amica White Rock - Food Service,15333 16 Ave,Surrey,Restaurant,49.03132629,-122.797966
SWOD-AFXQQ6,The Whole Bowl Health Bar,15345 56 Ave,Surrey,Restaurant,49.10525513,-122.79768372
SYOG-5M57NR,Johnston Heights Secondary School Cafeteria,15350 99 Ave,Surrey,Restaurant,49.18238831,-122.79671478
HCAR-CCUMZL,Coco Fresh Tea & Juice (24th Ave),15355 24th Ave,Surrey,Restaurant,49.04563287,-122.79684309
SWOD-AKARQ2,Peace Portal Seniors Village,15441 16 Ave,Surrey,Restaurant,49.0312767,-122.79452515
HCAR-BLKMXM,Golden Lion Restaurant,2377 King George Blvd,Surrey,Restaurant,49.04495018,-122.79332955
SDFO-8HVQQ6,A&W #0575,2303 King George Blvd,Surrey,Restaurant,49.0438385,-122.79200745
A018984    ,Tim Hortons #311,15551 Fraser Hwy,Surrey,Restaurant,49.16241837,-122.79125977
A018173    ,Evergreen Hamlets - Main Kitchen,8382 156 St,Surrey,Restaurant,49.15520859,-122.78984833
HCAR-CM2NLY,Ninja Bubble Tea x Poke - Guildford,15615 104th Ave,Surrey,Restaurant,49.19164065,-122.78929056
HCAR-CG9PRR,Blenz Guildford Village,15623 104th Ave,Surrey,Restaurant,49.19162105,-122.78904717
HCAR-CBGVJJ,Mary Brown's Chicken (104th Ave),15637 104th Ave,Surrey,Restaurant,49.19161868,-122.78868762
GEDS-82CUR9,Thrifty Foods #9472 - Deli & Cheese Section,15745 Croydon Dr,Surrey,Restaurant,49.04809189,-122.78588104
HCAR-BCGU3R,AFC Sushi - Thrifty Foods 24,15745 Croydon Dr,Surrey,Restaurant,49.04809189,-122.78588104
HCAR-BXQNF9,Menchies Frozen Yogurt - South Surrey,15775 Croydon Dr,Surrey,Restaurant,49.04768715,-122.78492695
SHEN-A3BV36,Menchies Frozen Yogurt - Morgan Crossing,15775 Croydon Dr,Surrey,Restaurant,49.04768753,-122.78492737
SHEN-9T5QBB,Citrus Bar & Grill,10410 158 St,Surrey,Restaurant,49.19205093,-122.78391266
SHEN-B23UYW,Menzou Ramen,15785 Croydon Dr,Surrey,Restaurant,49.04726791,-122.78437042
GEDS-7N9MKV,The Palms Bistro,9008 158 St,Surrey,Restaurant,49.16662979,-122.78337096999999
A020247    ,Morgan Creek Golf Course - Snack Bar,3500 Morgan Creek Way,Surrey,Restaurant,49.06494904,-122.78195953
HCAR-AZXTPE,Freshii (Fleetwood),15940 Fraser Hwy,Surrey,Restaurant,49.15704346,-122.78096771
SDFO-8GDM7A,Jerusalem Grill,15933 Fraser Hwy,Surrey,Restaurant,49.15909576,-122.78079224
GEDS-7LM26E,Subway #42292,2285 160 St,Surrey,Restaurant,49.04321289,-122.78006744
SPLH-98CNQM,Chui Hong Korean Chinese Restaurant,15976 108 Ave,Surrey,Restaurant,49.19859314,-122.77942657
HCAR-CJJQP9,Papa's Hope,15976 108th Ave,Surrey,Restaurant,49.1987582,-122.77938885
HCAR-BD9P6E,Pink Lotus Pho,16016 Fraser Hwy,Surrey,Restaurant,49.15693283,-122.77828217
HCAR-C7BQW2,Training Day Cafe (Fleetwood),8645 160th St,Surrey,Restaurant,49.16002474,-122.77888768
HCAR-C7RNDL,Red Shiso Sushi Restaurant,10833 160th St,Surrey,Restaurant,49.19945971,-122.7789059
HCAR-AZ3U3W,Browns Socialhouse (Grandview),16030 24 Ave,Surrey,Restaurant,49.04521942,-122.77797699
GEDS-6DLT74,Fleetwood Villa Food Service,16028 83rd Ave,Surrey,Restaurant,49.15344238,-122.7780304
HCAR-B8BVF7,Nutri-Dough Pizza,16033 108 Ave,Surrey,Restaurant,49.19896698,-122.77775574
HCAR-BTWM68,Earl's Kitchen + Bar (Grandview Corners),16071 24th Ave,Surrey,Restaurant,49.04581505,-122.77701804
SHEN-APFQLS,Khalsa Rasoyee and Sweets,16055 Fraser Hwy,Surrey,Restaurant,49.15694046,-122.77709961
SWOD-9YMUZR,Jugo Juice (Grandview Corners),2443 161A St,Surrey,Restaurant,49.04699326,-122.77529907
A016687    ,Turkey House & Deli,1433 King George Blvd,Surrey,Restaurant,49.02808762,-122.77243042
NDAA-BC5MC3,Booster Juice #565,16555 Fraser Hwy,Surrey,Restaurant,49.15194321,-122.76410675
NDAA-ALUPSA,Short & Sweet Patisserie and Bakery,16793 60 Ave,Surrey,Restaurant,49.11167526,-122.75748444
PLAE-7SQTAA,Five Corner Convenience,5989 168 St,Surrey,Restaurant,49.11117172,-122.75683594
SHEN-AGNP8P,Darbar Sri Guru Granth Sahibji Surrey,8820 168 St,Surrey,Restaurant,49.16347504,-122.75631714
GEDS-772UVP,Pacific Academy,10238 168 St,Surrey,Restaurant,49.18891907,-122.75624084
A019654    ,Peace Portal Golf Course Lounge,16900 4 Ave,Surrey,Restaurant,49.00906754,-122.75300598
ACAK-8VPPA4,Quiznos Classic Subs #12964,17455 No 10 Hwy,Surrey,Restaurant,49.10436862,-122.73959754
SHEN-9W7N2C,Charcoal & Woodz,17530 64 Ave,Surrey,Restaurant,49.11854172,-122.73720551
HCAR-CEZUGR,Canadian 2 For 1 Pizza (175A St),358 175A St,Surrey,Restaurant,49.00819947,-122.73592932
HCAR-CG9PHR,Mink Chocolates,358 175A St,Surrey,Restaurant,49.00819947,-122.73592932
SDFO-8KCLSD,Shannon Donair,17581 57 Ave,Surrey,Restaurant,49.10609818,-122.73535919
HCAR-B3WMVR,Pizza Boss,5775 176 St,Surrey,Restaurant,49.10733795,-122.73518372
GEDS-74DUWT,Starbucks Coffee #4775,6476 176 St,Surrey,Restaurant,49.12001038,-122.73457336
GEDS-6LD2F9,Honeybee Centre - Kitchen,7480 176 St,Surrey,Restaurant,49.13885498,-122.73415375
A018520    ,McDonald's #8616,17635 64 Ave,Surrey,Restaurant,49.11896896,-122.73375702
SHEN-B23V6E,Townline Pizza,17767 64 Ave,Surrey,Restaurant,49.11898422,-122.73023987
SDFO-88VT2K,Elisabeth's Chalet Restaurant,17785 56 Ave,Surrey,Restaurant,49.10429764,-122.72986603
NDAA-A6USGM,Elements Casino - Molson Canadian Lounge,17755 60 Ave,Surrey,Restaurant,49.11171722,-122.72962952
A017781    ,Elements Casino - Homestretch,17755 60 Ave,Surrey,Restaurant,49.11171722,-122.72962952
ACAK-96MQ4H,Dragon Lounge,17755 60 Ave,Surrey,Restaurant,49.11171722,-122.72962952
NDAA-9H4SAQ,Sharondale Lodge,17826 57 Ave,Surrey,Restaurant,49.10591507,-122.7287674
NDAA-AN9QXE,Wendy's #25,17911 56 Ave,Surrey,Restaurant,49.10441208,-122.72669983
JDSO-ACVPWV,Booster Juice (Fraser Hwy),18640 Fraser Hwy,Surrey,Restaurant,49.12546158,-122.70609283
MMAR-873Q9Y,Memphis Blues BBQ,18690 Fraser Hwy,Surrey,Restaurant,49.12446976,-122.70401764
HCAR-CGPUEC,Chicko Chicken (Clayton),18696 Fraser Hwy,Surrey,Restaurant,49.12429034,-122.70365737
HCAR-BYXNCT,COBS Bread (Clayton Crossing),18775 Fraser Hwy,Surrey,Restaurant,49.12479487,-122.7020931
HCAR-BWBR6C,Christina Chocolate Surrey,6820 188th St,Surrey,Restaurant,49.1266045,-122.70143301
NDAA-93UU5A,Tim Hortons #4510,2711 192 St,Surrey,Restaurant,49.05150986,-122.69181824
MARO-B37PB7,Quesada #148,2711 192 St,Surrey,Restaurant,49.05150986,-122.69181824
JDSO-ACHTG3,Pizza Knight,19161 Fraser Hwy,Surrey,Restaurant,49.11961365,-122.69181824
SPLH-ASNP2T,7-Eleven #38206,19161 Fraser Hwy,Surrey,Restaurant,49.11961365,-122.69181824
SWOD-AHJP6S,Non Stop Pizza & Curry,19188 72 Ave,Surrey,Restaurant,49.13346481,-122.6915741
NDAA-9L2T78,7-Eleven #36022H,19188 72 Ave,Surrey,Restaurant,49.13346481,-122.6915741
A018392    ,Port Kells Cafe,9531 192 St,Surrey,Restaurant,49.17562866,-122.69084167
SHEN-A7GQGT,Tomu Sushi,9613 192 St,Surrey,Restaurant,49.17736053,-122.6907196
KSMH-ASJPMA,Baron's Manor Pub,9568 192 St,Surrey,Restaurant,49.17632294,-122.69012451
HCAR-BM8NNM,Happy Cuisine Restaurant,19289 Langley Bypass,Surrey,Restaurant,49.10551525,-122.68848724
SHEN-BCSVDK,Haru Japanese Restaurant,19390 68 Ave,Surrey,Restaurant,49.12623978,-122.68582153
HCAR-BD4LQ3,Corner Cafe,19415 56 Ave,Surrey,Restaurant,49.10462952,-122.68521881
SDFO-8ACT64,Mercy Ministries - Residential Care Service,19465 16 Ave,Surrey,Restaurant,49.03128433,-122.68419647
HCAR-CJVQK9,Ooh Shawarma La La Lounge,19537 Fraser Hwy,Surrey,Restaurant,49.11499575,-122.68167777
GEDS-7VFVD6,Brookside Lodge,19550 Fraser Hwy,Surrey,Restaurant,49.11413956,-122.68094635
A019679    ,Kimchi Palace Restaurant,6019 196 St,Surrey,Restaurant,49.11155701,-122.68026733
HCAR-C5QM6K,Dhaba Dosa Indian Grill,6019 196th St,Surrey,Restaurant,49.11163729,-122.67997133
GEDS-65VQV3,Green Lettuce Restaurant,6350 120 St,Surrey,Restaurant,49.11815643,-122.89006042
HCAR-BH7U4H,Anjan's Delights,6350 120 St,Surrey,Restaurant,49.11815643,-122.89006042
HCAR-BJHVJ9,Westin Pizza,7182 120th St,Surrey,Restaurant,49.13365173,-122.89012146
HCAR-CGKNEL,Dream Banquet Hall,7236 120th St,Surrey,Restaurant,49.13469153,-122.89031375
HCAR-BQHV2W,Apna Chaat House,7500 120th St,Surrey,Restaurant,49.13913715,-122.8900684
GEDS-7HVV7W,Apna Chaat House,7500 120 St,Surrey,Restaurant,49.13913727,-122.89006805
GEDS-69LMHM,Non Stop Pizza (120th St),7500 120 St,Surrey,Restaurant,49.13913727,-122.89006805
SWOD-APSPEM,Just Cakes Bakeshop,7548 120 St,Surrey,Restaurant,49.13980865,-122.89000702
SWOD-AL5UUH,Sahota's Live Grill,7548 120 St,Surrey,Restaurant,49.13980865,-122.89000702
RORS-5Y9NE5,Tim Hortons #458,8080 120 St,Surrey,Restaurant,49.15013504,-122.89001465
MARO-B39VCZ,Lee Garden Seafood Restaurant,8080 120 St,Surrey,Restaurant,49.15013504,-122.89001465
SDFO-894NSA,Nav Sweets and Restaurant,8140 120 St,Surrey,Restaurant,49.15113831,-122.89006805
GEDS-75NVFM,Krishnas Dosa Grill,8910 120 St,Surrey,Restaurant,49.1651535,-122.89006805
HCAR-BCUPTK,Namdhari's Punjabi Spice,9172 120 St,Surrey,Restaurant,49.16998291,-122.88999176
HCAR-BGKUB2,Taste of Lahore Restaurant & Sweets,9526 120 St,Surrey,Restaurant,49.17621231,-122.88986969
NDAA-9QCMD8,Flex Fitness Club,7130 120 St,Surrey,Restaurant,49.13256454,-122.88946533
SHEN-AJDQCL,One More Thai Restaurant,7158 120 St,Surrey,Restaurant,49.13337326,-122.8899231
A018893    ,Scottsdale Lanes Snack/Lounge,12033 84 Ave,Surrey,Restaurant,49.15611649,-122.88899231
ACAK-98VSXX,Tim Hortons #4103,10392 120th St,Surrey,Restaurant,49.19284457,-122.88926288
SPLH-9LFRR7,Subway #61612,7350 120 St,Surrey,Restaurant,49.13641357,-122.88850403000001
MARO-B39UC5,Desh Punjab Sweets & Restaurant,12047 80 Ave,Surrey,Restaurant,49.14874268,-122.88873291
HCAR-C5ALNU,Eats 23 Finoy Bistro,12044 88th Ave,Surrey,Restaurant,49.1631845,-122.88823139
NDAA-9NTQ34,Nando's Flame-Grilled Chicken (72nd Ave),12101 72 Ave,Surrey,Restaurant,49.1350174,-122.88764191
HCAR-BVFRWC,Five Guys Burgers and Fries (72nd Ave),12101 72nd Ave,Surrey,Restaurant,49.13501849,-122.8876389
NDAA-9C5SN9,Pizza Plus 96,12050 96 Ave,Surrey,Restaurant,49.17699814,-122.88746643
GEDS-66S2CD,Save On Foods #939 - Deli,12130 Nordel Way,Surrey,Restaurant,49.16125107,-122.8860321
HCAR-CHRPML,Seahorse Grill,12147 Sullivan St,Surrey,Restaurant,49.05600891,-122.88527412
HCAR-BYDRAM,Pelican Rouge Fish & Chips,12211 Beecher St,Surrey,Restaurant,49.0525937,-122.8836791
HCAR-C9SQ37,Sam's Chaat House & Restaurant,12477 88th Ave,Surrey,Restaurant,49.1631156,-122.8769047
SHEN-AGKNPK,Pizza Hut #31152,12477 88 Ave,Surrey,Restaurant,49.16395187,-122.87705231
NDAA-8Y2SCD,Subway #52643,12477 88 Ave,Surrey,Restaurant,49.16395187,-122.87705231
HCAR-BXTPUT,Kidzville Learning Centers - Kitchen,5441 125A St,Surrey,Restaurant,49.10150256,-122.87481745
SHEN-B5KRFP,Vegan Pizza House,11267 125A St,Surrey,Restaurant,49.2073822,-122.87468719
HCAR-CLER5Q,A&W #0755,8811 126th St,Surrey,Restaurant,49.16308433,-122.87360872
HCAR-C6XPJ8,Kwantlen Polytechnic University - Tim Hortons #67622,12666 72nd Ave,Surrey,Restaurant,49.13362169,-122.87132535
A020392    ,Grassroots Cafe,12666 72 Ave,Surrey,Restaurant,49.13362122,-122.87132263
GEDS-73JSZZ,H Anmol Sweet & Restaurant,8363 128 St,Surrey,Restaurant,49.1546669,-122.86936188
HCAR-CGKQBH,Crosstown Food Market 2,6828 128th St,Surrey,Restaurant,49.12711018,-122.86774899
GEDS-5Y7VCY,Choice Billiards & Cafe,7728 128 St,Surrey,Restaurant,49.14276505,-122.86766815
MARO-B2LMZC,Cuisine and Company,2643 128 St,Surrey,Restaurant,49.05052948,-122.86760712
ACAK-8XKMAF,7-Eleven #35770,6828 128 St,Surrey,Restaurant,49.12696075,-122.86753082
SHEN-AKHT58,Mughal Palace Restaurant,12827 76 Ave,Surrey,Restaurant,49.14117432,-122.86715698
HCAR-C9HM8K,Dhaba 76 Indian Takeout,12827 76th Ave,Surrey,Restaurant,49.14117557,-122.86715502
SPLH-9SZQG4,KSP Shahi Catering & Sweets,12815 85 Ave,Surrey,Restaurant,49.15759659,-122.86743927
SPLH-AAAUX2,Royal's Pizza,12837 88 Ave,Surrey,Restaurant,49.16276169,-122.8671875
ACAK-8YCPMD,Akash Chaat House & Restaurant,12877 80 Ave,Surrey,Restaurant,49.14842987,-122.86514282
SHEN-A47R49,Payal Chaat House & Restaurant,12877 80 Ave,Surrey,Restaurant,49.14842987,-122.86514282
SHEN-B9XU28,Royal Paan,8148 128 St,Surrey,Restaurant,49.15057755,-122.86483002
A019243    ,McDonald's #8249,12930 96 Ave,Surrey,Restaurant,49.17695618,-122.86463165
HCAR-BJHQQ6,Golden Samosa Bakery (130th St),8342 130 St,Surrey,Restaurant,49.15395355,-122.86205292
SPLH-9P9LLM,Pakwan House,13030 76 Ave,Surrey,Restaurant,49.14081573,-122.86117554
NDAA-9P3PZH,Riverside Signature Banquet Hall,13030 76 Ave,Surrey,Restaurant,49.14081573,-122.86117554
KSMH-AQWTG2,Pizza 85,8553 132 St,Surrey,Restaurant,49.15823746,-122.85771179
GEDS-83MVDP,Pizza 64,13190 64 Ave,Surrey,Restaurant,49.11884689,-122.85695648
NDAA-9NYPDW,Gabrielle Roy School Kitchen,6887 132 St,Surrey,Restaurant,49.12838745,-122.85691071
