TRACKINGNUMBER,NAME,CITY,ADDRESS,LONGITUDE,LATITUDE,UTMX,UTMY
HCAR-BYTSVE,Donair Hut (128th St),Surrey,9627 128th St,-122.86821562,49.17775767,509604.69237669796,5447224.922296003
HCAR-BA7U2C,Seriously Good Catering (Royal Cdn Legion),Surrey,2643 128 St,-122.86760712,49.05052948,509673.74878155295,5433081.369783635
JCOE-67H9A4,Royal Canadian Legion Branch #240,Surrey,2643 128 St,-122.86760712,49.05052948,509673.74878155295,5433081.369783635
ACAK-962S88,Beast & Brine Local Provisions,Surrey,12823 Crescent Rd,-122.86698151,49.0532074,509718.93913893827,5433379.143986115
GEDS-6YDQLJ,Fieldstone Artisan Breads,Surrey,12823 Crescent Rd,-122.86698151,49.0532074,509718.93913893827,5433379.143986115
SHEN-AP8NJL,Pho 99 Express,Surrey,12837 76 Ave,-122.8666687,49.14118576,509724.59235924284,5443159.482684835
HCAR-BVNNEX,Donair Dude (Surrey),Surrey,12830 96th Ave,-122.86709444,49.17696905,509686.55994552816,5447137.395312276
A014053    ,Little Caesars Pizza #456-004,Surrey,12830 96 Ave,-122.86709595,49.17696762,509686.45017122675,5447137.236147944
A019866    ,Pak Punjab Sweets & Somosas House,Surrey,12835 96 Ave,-122.86660004,49.17731857,509722.52484713774,5447176.314344113
GEDS-6QPNYJ,Ocean Park Pizza & Village Pub,Surrey,12822 16 Ave,-122.86680603,49.03112793,509736.06955117156,5430924.679485818
HCAR-BEVSX8,Saba Foods,Surrey,12889 84 Ave,-122.86573029,49.15556717,509790.2018416891,5444758.357351622
GEDS-7F9PV7,Morrison Cafe,Surrey,12855 16 Ave,-122.86587524,49.03144455,509804.0452069762,5430959.99665012
HCAR-BG7PJE,King Sushi (16th Ave),Surrey,12883 16 Ave,-122.86542511,49.03144073,509836.9488614132,5430959.630252115
A017695    ,Princess Margaret Secondary School Cafeteria,Surrey,12870 72 Ave,-122.86538696,49.13357925,509819.579247631,5442314.048494351
HCAR-ASQMHF,Desi Bites Restaurants,Surrey,12877 80 Ave,-122.86514282,49.14842987,509834.4495662725,5443964.992999166
ACAK-8XKQ6L,Sikh Academy,Surrey,12895 85 Ave,-122.86500549,49.15761185,509842.64507614187,5444985.754773645
A019749    ,Delta Pizza,Surrey,12921 84 Ave,-122.86452484,49.1555748,509878.09502293536,5444759.3620838225
HCAR-BA2VF7,Canuel Caterers-Life Labs (Surrey),Surrey,7455 130 St,-122.86201477,49.13853073,510064.56683388224,5442864.936376145
HCAR-BJ5PGE,Gulberg Catering & Production Centre,Surrey,8322 130 St,-122.86203766,49.15374756,510059.816310638,5444556.558460717
HCAR-C5JLP6,Camellia Residences - Food Service,Surrey,10928 132nd St,-122.85614841,49.20145603,510479.1666518549,5449861.043167841
HCAR-B6J27A,Steve Cobon Building (Site #3),Surrey,13455 107A Ave,-122.84953308,49.19756699,510961.9333731297,5449429.639227528
HCAR-C88TD9,Corporate Classic Caterers #63635 - NAV Canada,Surrey,7421 135th St,-122.84843381,49.13779374,511055.3181881918,5442784.89979396
GEDS-6KQRHX,Bombay Banquet Hall,Surrey,7475 135 St,-122.8487854,49.13828659,511029.56367714424,5442839.637632483
HCAR-BL927Q,Dairy Queen/Orange Julius (Central City),Surrey,2591C,-122.84876653,49.18791904,511019.9214955073,5448357.198254704
HCAR-AWDV4Q,Civic Restaurant Ltd - Dominion Bar & Kitchen,Surrey,13475 Central Ave,-122.8483079,49.1902667,511052.8174773924,5448618.251800475
SYOG-5M59J9,CRESST South Fraser,Surrey,13525 98 Ave,-122.8476181,49.18068695,511105.22231845255,5447553.383550852
SYOG-5M563K,Guildford Pizza & Restaurant,Surrey,10727 135A St,-122.84725952,49.19752884,511127.57704084454,5449425.729884554
A018086    ,McDonald's #8250,Surrey,13565 72 Ave,-122.84680939,49.13372421,511174.7189613266,5442332.737308434
HCAR-BF7Q6L,D-Plus Pizza (88th Ave),Surrey,13588 88 Ave,-122.84686279,49.16252899,511164.34985231416,5445534.901090583
HCAR-CLMQYT,Raunak Indian Cuisine,Surrey,13569 King George Blvd,-122.84616048,49.19977726,511207.1371603238,5449675.846735474
HCAR-C75M9K,Rib and Chicken (Surrey),Surrey,5825 136th St,-122.84561385,49.10846402,511267.65046319395,5439524.8011161955
HCAR-BMKL93,John Volken Academy - Cafeteria,Surrey,6869 King George Blvd,-122.84559951,49.12738078,511264.4124808273,5441627.731786014
RORS-5ZXQPD,Omega Pizza & Wings,Surrey,7577 King George Blvd,-122.84593964,49.14042282,511236.6498511027,5443077.5360310795
HCAR-C7HRFQ,Training Day Cafe (King George Blvd),Surrey,8077 King George Blvd,-122.8460133,49.1494583,511229.235481727,5444081.981374007
NDAA-8YAT4Z,All About Pho,Surrey,10190 King George Blvd,-122.84515381,49.18759537,511283.24288673326,5448321.748423189
ACAK-9CALHP,Safeway #4900 - Snack Bar & Deli,Surrey,10355 King George Blvd,-122.84580231,49.1907196,511235.28091489547,5448668.969048732
HCAR-CB2M6M,Chicko Chicken (King George),Surrey,10541 King George Blvd,-122.84559621,49.19419289,511249.51034223,5449055.121561457
MARO-B3ETMC,Lucky Supermarket - Fast Food,Surrey,10628 King George Blvd,-122.84516144,49.19567871,511280.8488046371,5449220.363343849
NDAA-ATHRDW,Sumerian Grill,Surrey,10671A King George Blvd,-122.84542847,49.19633102,511261.24610784574,5449292.840225413
HCAR-C5XNAA,One Love International Society,Surrey,10681 King George Blvd,-122.84559854,49.19686615,511248.73438026564,5449352.304804681
A020062    ,Ronnie's Restaurant,Surrey,6542 King George Blvd,-122.84510803,49.12158585,511301.5856260318,5440983.5964695895
HCAR-BJZMJK,The Greek Corner Mediterranean Grill,Surrey,7218 King George Blvd,-122.84521484,49.13433075,511290.8980092079,5442400.401430747
HCAR-CHEQDB,Chatora's,Surrey,7320 King George Blvd,-122.84513975,49.13512719,511296.194519296,5442488.951110367
HCAR-BLGMJ4,Bobbie's Indian Fusion,Surrey,7320 King George Blvd,-122.84513855,49.13512802,511296.2818639936,5442489.043558572
HCAR-CKTMDH,Haveli Bistro,Surrey,7488 King George Blvd,-122.84525515,49.13853724,511287.0024254142,5442868.021821903
GEDS-672V2W,Subway #27914,Surrey,10392 King George Blvd,-122.8451004,49.19137573,511286.2747921956,5448742.014710063
A020410    ,Esso Whalley - Tim Hortons,Surrey,10416 King George Blvd,-122.84506989,49.19204712,511288.3450465515,5448816.656951582
HCAR-B6KNMH,Non Stop Pizza and Indian Cuisine,Surrey,10470 King George Blvd,-122.84505463,49.1928978,511289.2633277571,5448911.228405254
NDAA-9EBMZR,Surrey Urban Mission Society,Surrey,10776 King George Blvd,-122.84494781,49.19846725,511295.77790574735,5449530.394435344
SDFO-8P6URP,Pizza Point,Surrey,13651 100 Ave,-122.84391022,49.18442917,511374.58578451246,5447969.951881039
GEDS-6HPQAD,Bozzini's Restaurant (Surrey),Surrey,13655 104 Ave,-122.84373474,49.19173431,511385.69701029744,5448782.082166911
SHEN-AU9QAR,Fab Burgers,Surrey,7320 137 St,-122.84268188,49.13598633,511475.2840890026,5442584.829207636
GEDS-82XQBH,Maxxine Wright Community Health Centre,Surrey,13733 92 Ave,-122.84243011,49.1702652,511485.72133279126,5446395.586222526
HCAR-B6VVH9,Surrey Memorial Hospital - Tim Horton's #8450,Surrey,13750 96 Ave,-122.84243774,49.17682266,511483.6482213312,5447124.568406341
RORS-67JU29,Surrey Memorial Hospital Cafeteria #63229,Surrey,13750 96 Ave,-122.84243774,49.17682266,511483.6482213312,5447124.568406341
A018835    ,Surrey Memorial Hospital Food Service,Surrey,13750 96 Ave,-122.84243774,49.17682266,511483.6482213312,5447124.568406341
SHEN-B4GSRS,City Centre Youth Hub (CCYH),Surrey,10453 Whalley Blvd,-122.84234619,49.19257736,511486.6734023587,5448876.01289885
HCAR-BHNPET,Captain's Oven Pizza,Surrey,9637 137A St,-122.84222412,49.17761993,511499.0328405765,5447213.232237038
HCAR-BRXV2G,Texx Big Burger,Surrey,10320 Whalley Blvd,-122.84169353,49.1900692,511534.8093740164,5448597.282763059
HCAR-BJLQCW,Annie's Chinese Restaurant,Surrey,10320 Whalley Blvd,-122.84169006,49.19005203,511535.0662030682,5448595.374522278
HCAR-CJMLXW,Bonga Korean Restaurant,Surrey,10356 Whalley Blvd,-122.84171555,49.19082228,511533.02986013255,5448680.998467736
PNEL-8SRNSV,Amenida Seniors Community,Surrey,13855 68 Ave,-122.83893585,49.12674713,511750.7147348997,5441558.302423308
ACAK-9BEQ5F,Go Bananas/Funky Monkey Playcenter (Surrey),Surrey,13853 104 Ave,-122.8380661,49.1917038,511798.7288441707,5448779.558488975
SYOG-5M553H,Frank Hurt Secondary School Cafeteria,Surrey,13940 77 Ave,-122.83591461,49.14255905,511967.32751105865,5443316.551649964
HCAR-B7YP88,Harbin Food,Surrey,1647 140 St,-122.83457947,49.03210831,512091.4935624103,5431038.299292466
HCAR-CCZPRJ,Raincity - Foxglove,Surrey,9810 Foxglove Dr,-122.83258626,49.18063987,512200.7174079911,5447550.463357246
SWOD-A58ML4,Corporate Classics Caterers,Surrey,14123 92 Ave,-122.83100891,49.17026901,512318.2440862255,5446397.804953777
NDAA-92XPX8,Green Timbers Market (RCMP),Surrey,14200 Green Timbers Way,-122.82991791,49.17966843,512395.4229676158,5447442.903094733
HCAR-BETR5V,Dhesi Meats,Surrey,14330 64 Ave,-122.8252182,49.1185112,512753.62108050234,5440644.952148244
HCAR-C4NQZV,Clove - The Art of Dining,Surrey,14310 64th Ave,-122.82578699,49.11908976,512711.96930703515,5440709.173637465
JDSO-ADTMFH,Subway #50726,Surrey,14370 64 Ave,-122.82421875,49.11891556,512826.445462092,5440690.072513084
SPLH-9NEUHG,Zugba Flame Grilled Chicken,Surrey,14351 104 Ave,-122.8241806,49.19172668,512810.4393093036,5448784.359107026
HCAR-BL2SJ6,Dr Calorie Cafe,Surrey,5891 144 St,-122.82371521,49.10948181,512865.6272824097,5439641.432492387
HCAR-BANTEG,Subkuchh Convenience Store,Surrey,14390 64 Ave,-122.8237915,49.11849594,512857.7295890254,5440643.496819004
HCAR-BQ9R94,Family Night Pizza,Surrey,14377 64th Ave,-122.82376708,49.11928035,512859.3086964642,5440730.701846578
SWOD-AKBUJF,Guildford Seniors Village Food Service,Surrey,14568 104A Ave,-122.81834412,49.19257736,513235.46598983085,5448879.932371962
A016534    ,Guildford Park Secondary School Cafeteria,Surrey,10707 146 St,-122.81782532,49.19694901,513272.09614634846,5449366.014922824
A018373    ,Bonnycastle Montessori Day Care Food Service,Surrey,14630 107A Ave,-122.81700134,49.19768524,513331.92821462324,5449448.005676358
SWOD-AENN54,Sarpanch Sweets And Restaurant,Surrey,14645 108 Ave,-122.81641388,49.19888306,513374.40320182993,5449581.269778982
SHEN-AU2UNF,Sheila's Catering,Surrey,2201 148 St,-122.81479645,49.04327393,513534.51252737705,5432282.876433397
GEDS-5YFNWJ,Malaysian Hut Restaurant,Surrey,14727 108 Ave,-122.81445313,49.1988945,513517.24229834764,5449582.889869069
PNEL-8SNLX7,Texx Big Burger,Surrey,14783 108 Ave,-122.81312561,49.19887924,513613.9573626688,5449581.431357268
NDAA-9YQU3K,Lee's Express Chinese Food,Surrey,9181 148 St,-122.81243134,49.16969299,513672.57427729404,5446336.957954125
HCAR-CFMMY2,Parms Pizza Factory,Surrey,10790 148th St,-122.81240957,49.19855437,513666.2109645129,5449545.444917417
GEDS-7NPR5Q,The Ellendale Program (Liz's House),Surrey,11187 Ellendale Dr,-122.81184387,49.20612717,513705.3300474668,5450387.40845146
NDAA-8YKME8,Sushi Zen,Surrey,14839 108 Ave,-122.81071472,49.19942856,513789.4399274617,5449642.935158189
NDAA-9GUN4K,Sportica's Excellent Ice - Snack Bar,Surrey,15000 54A Ave,-122.80802155,49.10157776,514013.2078713065,5438765.543891166
GEDS-6DSQ6B,Sabai Thai Restaurant,Surrey,10391 150 St,-122.806633,49.19105911,514089.17008515703,5448713.263905772
HCAR-C8FLFN,Sabai Thai Restaurant,Surrey,10391 150th St,-122.80663219,49.19105767,514089.2295125366,5448713.103973373
SPLH-9KHS7E,Landmark Cinemas 12 Guildford Surrey - Pizza Pizza,Surrey,15051 101 Ave,-122.80501556,49.18627167,514208.3912978895,5448181.352182909
A019462    ,Come Share Centre (26th Ave),Surrey,15008 26 Ave,-122.80419922,49.04891968,514307.32853078656,5432912.436789914
HCAR-BEUST8,Chachi's Sandwiches at Guildford Town Centre,Surrey,10355 152 St,-122.80426788,49.19192505,514261.2492276861,5448809.972368722
ACAK-9BETE2,Sweet Factory (Surrey),Surrey,10355 152 St,-122.80426788,49.19192505,514261.2492276861,5448809.972368722
NDAA-9RTTCV,Milestones Restaurants,Surrey,10355 152 St,-122.80426788,49.19192505,514261.2492276861,5448809.972368722
NDAA-9BHSZE,Dairy Queen Treat Centre Guildford,Surrey,10355 152 St,-122.80426788,49.19192505,514261.2492276861,5448809.972368722
HCAR-B9JUC2,Seriously Good Catering (Peace Portal Alliance Church),Surrey,15128 27B Ave,-122.80344391,49.05269623,514361.4318442361,5433332.404026314
HCAR-BQDTVY,Pho Canada,Surrey,15138 100th Ave,-122.80253015,49.18398086,514390.16570449853,5447927.155160089
HCAR-B9DNXR,Pho Guildford Restaurant,Surrey,15138 100 Ave,-122.80252838,49.18397903,514390.29521979194,5447926.952057771
HCAR-CF5PS5,Hanako Japanese Restaurant,Surrey,15135 101st Ave,-122.80275353,49.18615498,514373.2576814636,5448168.806908989
GEDS-68TMHX,M Bar,Surrey,10680 151A St,-122.8024292,49.19631195,514393.9444107978,5449298.007318375
A018399    ,Tim Hortons #2173,Surrey,3077 152 St,-122.80210876,49.05767822,514457.5400842633,5433886.486705862
ACAK-98STQ8,Domino's Pizza #10052,Surrey,15155 101 Ave,-122.80223083,49.18629837,514411.30492027657,5448184.846769999
NDAA-9RNU4U,Seoul Grill House,Surrey,15155 101 Ave,-122.80223083,49.18629837,514411.30492027657,5448184.846769999
NDAA-9E4S4N,Browns Socialhouse Semiahmoo,Surrey,1601 152 St,-122.80130768,49.03116989,514523.78304531414,5430939.814130963
SWOD-A35RCT,Sapporo Kitchen,Surrey,1625 152 St,-122.80168915,49.03239822,514495.5419422867,5431076.289446304
A017301    ,A&W #0180,Surrey,1711 152 St,-122.80166626,49.03311539,514497.0067030019,5431156.01859308
HCAR-BEZRQR,Pick & Chews,Surrey,1711 152 St,-122.80166626,49.03311539,514497.0067030019,5431156.01859308
HCAR-CFCU9A,COBS Bread (Semiahmoo),Surrey,1711 152nd St,-122.80122401,49.03318206,514529.31309193594,5431163.514604809
HCAR-CGAMKB,Maguroguy Sushi & Grill,Surrey,2670 152nd St,-122.80118205,49.0509293,514527.2100671625,5433136.411882269
HCAR-CJJQ8E,Tap & Barrel - South Surrey,Surrey,3211 152nd St,-122.80125856,49.06165008,514518.4970386128,5434328.186148976
HCAR-CK4UHW,Mary Brown's Chicken #4020,Surrey,5680 152nd St,-122.80095301,49.10618297,514527.8217353195,5439278.8228681935
ACAK-8T9PGA,KFC #1818/Taco Bell,Surrey,9056 152 St,-122.80096436,49.16740036,514509.11435112084,5446084.22367572
SPLH-9NKPBX,Palmyra Mediterranean Grill,Surrey,10020 152 St,-122.80059814,49.18460083,514530.774921231,5447996.445464166
GEDS-6ACQMD,Earl's Guildford,Surrey,10160 152 St,-122.80051422,49.18699646,514536.1885520038,5448262.780776152
HCAR-CCYUNN,Dario #Caffe E Gelato Italiano,Surrey,10355 152nd St,-122.80092499,49.19062472,514505.19574916066,5448666.051337565
HCAR-C7QPNZ,Season Tea and Snacks Bar,Surrey,1712 152nd St,-122.80095591,49.03316995,514548.91308794956,5431162.21975721
SWOD-AF3QQF,Ay Chihuahua Mexican Food,Surrey,1726 152 St,-122.80093384,49.03329849,514550.48878254,5431176.513241592
HCAR-AZYMYH,Rokku Asian Cuisine,Surrey,1990 152 St,-122.80052185,49.03807449,514579.20684685267,5431707.520432509
HCAR-BMRMBK,Chopstick Corner,Surrey,2982 152nd St,-122.80090882,49.05569682,514545.78339796,5433666.451289585
SHEN-AZEVE8,Joyful Indulgence Cafe,Surrey,15222 32 Ave,-122.80017853,49.06141663,514597.4639197645,5434302.441664893
HCAR-BQMPVK,Krishna's Curry & Crepes House,Surrey,15222 32nd Ave,-122.80018184,49.06141561,514597.2224147546,5434302.327638181
HCAR-BXXPHT,Chicko Chicken (152nd St),Surrey,10330 152nd St,-122.80009284,49.19027016,514565.93272153696,5448626.7950999765
GEDS-6J6MB7,Guildford Sushi House,Surrey,10330 152 St,-122.8000946,49.19026947,514565.804684442,5448626.718054822
HCAR-CCMTGS,Chicago's Pizza Twist,Surrey,15260 56th Ave,-122.79938513,49.10439249,514642.78318024054,5439080.081928222
GEDS-7FATXC,Ruben's Restaurant,Surrey,15282 Fraser Hwy,-122.79908752,49.16501617,514646.63360365824,5445819.538452369
HCAR-AZVMLX,Cuatro Coffee,Surrey,9014 152 St,-122.79924011,49.16697311,514634.9329658632,5446037.058780235
HCAR-BAERRU,T&T Supermarket (Surrey) Deli/Kitchen Dept.,Surrey,15277 100 Ave,-122.79878998,49.18444061,514662.5860786835,5447978.982638001
NDAA-9B3QS3,Kwan Kee Noodle House,Surrey,15277 100 Ave,-122.79878998,49.18444061,514662.5860786835,5447978.982638001
SHEN-AP8QAU,Coffee Monster,Surrey,15285 101 Ave,-122.79867554,49.18638611,514670.35039274005,5448195.283600984
HCAR-B7MRKA,Jin Soo Sung Chan Korean Restaurant,Surrey,10312 152A St,-122.79924774,49.18971634,514627.6728926027,5448565.390533141
ACAK-8DFVQA,Browns Socialhouse Panorama,Surrey,15260 No 10 Hwy,-122.79833951,49.10417786,514719.1659176341,5439056.42463973
A018898    ,Royal Oak Pizza and Steak House,Surrey,15336 Fraser Hwy,-122.7976532,49.16437531,514751.38664458395,5445748.57351133
NDAA-9QJQ4J,Sources Women's Place,Surrey,15318 20 Ave,-122.79801941,49.0381813,514762.0703046921,5431719.877925134
ACAK-9CAME9,Safeway #4914 - Deli,Surrey,15355 24 Ave,-122.79750824,49.0458374,514797.15839869896,5432571.075294534
ACAK-9CAMF5,Safeway #4914 - Starbucks Coffee,Surrey,15355 24 Ave,-122.79750824,49.0458374,514797.15839869896,5432571.075294534
GEDS-82GN63,Academics preKindergarten,Surrey,15300 Croydon Dr,-122.79803467,49.05992889,514754.51861428434,5434137.469886363
HCAR-BDQT2A,Quesada #188,Surrey,5577 153A St,-122.79729462,49.10347366,514795.6415748109,5438978.344154481
HCAR-CD2RQD,Pizza 64 #13,Surrey,15355 24th Ave,-122.79684309,49.04563287,514845.82533297775,5432548.468452389
SDFO-8MYUSB,FUEL Catering,Surrey,2570 King George Blvd,-122.79711151,49.04892349,514825.23206293996,5432914.221261627
SHEN-AMWPLX,Maple Sushi Japanese Restaurant,Surrey,2385 King George Blvd,-122.79424286,49.04487991,515036.0657595465,5432465.276967496
A019968    ,Asia Restaurant,Surrey,15551 Fraser Hwy,-122.79125977,49.16241837,515218.0766838255,5445532.288861327
HCAR-BNWP82,PAH Foundation Lodge (The) - Food Service,Surrey,15575 16A Ave,-122.79089607,49.0321621,515284.5345475623,5431052.158916714
LCAL-6TFNHK,Subway #34848,Surrey,2255 King George Blvd,-122.79076385,49.0429306,515290.89803004946,5432249.275315287
HCAR-C5ETEX,Save On Foods #2255 - Bakery,Surrey,15615 104th Ave,-122.78905179,49.19271477,515369.66428113385,5448900.742757964
GEDS-6G2STZ,Elim Village - The Emerald Food Service,Surrey,9080 158 St,-122.78434753,49.16792297,515720.2662748683,5446145.63810346
GEDS-6SAQMH,Holiday Inn Express Surrey - Breakfast Area,Surrey,15808 104 Ave,-122.7833786,49.19136429,515783.4416522143,5448751.778833503
SHEN-B55PW9,Goru Goru,Surrey,15930 Fraser Hwy,-122.78188324,49.15706635,515903.3798582136,5444939.240788329
SDFO-8HKPEW,Subway #50417,Surrey,15905 Fraser Hwy,-122.78175354,49.15907288,515912.19377477927,5445162.330356601
HCAR-BFHPG5,Manohar Vegetarian Bakery - Fleetwood,Surrey,15905 Fraser Hwy,-122.78175354,49.15907288,515912.19377477927,5445162.330356601
SHEN-AMWR8K,Holy Taco,Surrey,15951 Fraser Hwy,-122.78025055,49.15815735,516022.07094013545,5445060.869399076
GEDS-6U4QJY,Pizza Hut #31122,Surrey,15951 Fraser Hwy,-122.78025055,49.15815735,516022.07094013545,5445060.869399076
GEDS-7LLUH7,McJac's Roadhouse Grille Restaurant,Surrey,1781 King George Blvd,-122.78005219,49.03425598,516076.4970058206,5431287.167640956
SHEN-B7BQ5V,Roadhouse Social Lounge,Surrey,1781 King George Blvd,-122.78005219,49.03425598,516076.4970058206,5431287.167640956
GEDS-85ZPJW,The Residence at Morgan Heights - Bistro,Surrey,15955 27 Ave,-122.77987671,49.05117798,516083.865280719,5433168.355327939
A017335    ,A&W #0348,Surrey,15988 Fraser Hwy,-122.77954102,49.15724945,516074.0969765528,5444960.0901448475
JDSO-ACHLL4,Saini Sweets & Restaurant,Surrey,15988 Fraser Hwy,-122.77954102,49.15724945,516074.0969765528,5444960.0901448475
HCAR-CG2QZM,Circle K #11095,Surrey,1751 King George Blvd,-122.77953123,49.03381391,516114.71794616396,5431238.135084512
NDAA-95LSNV,Edith and Arthur Public House,Surrey,8410 160 St,-122.77858734,49.15567017,516144.1448584839,5444784.727329536
HCAR-C68L6H,Fleetwood Early Learning Center - Food Service,Surrey,8431 160th St,-122.7790873,49.15613153,516107.54106291756,5444835.909419984
HCAR-B6VVCN,Liberty Kitchen Grandview,Surrey,16010 24 Ave,-122.77856445,49.04523087,516181.67856793024,5432507.517532283
HCAR-AW6UVW,Doma Sushi Restaurant,Surrey,16033 108 Ave,-122.77775574,49.19896698,516190.65194377536,5449598.149215377
HCAR-AUNR89,Panago #022,Surrey,16120 24 Ave,-122.77613831,49.04472351,516359.13807143475,5432451.636665291
SPLH-9KJPHF,De Dutch #10,Surrey,2433 161A St,-122.77529907,49.04668045,516419.82281965605,5432669.363202728
SHEN-A76R64,Fraserview Meats,Surrey,6377 168 St,-122.75689697,49.11811066,517739.0795594816,5440614.170567716
